Annotation	n
GO:0047700	193
GO:0008771	192
GO:0047131	192
GO:0008106	191
GO:0043818	191
GO:0000266	190
GO:0000422	190
GO:0006491	190
GO:0045492	189
GO:0080183	189
GO:0005686	188
GO:0045899	188
GO:0051568	188
GO:0000818	187
GO:0016442	187
GO:0045859	187
GO:0005635	186
GO:0033103	186
GO:0061602	186
GO:0005935	185
GO:0016560	185
GO:0033717	185
GO:0042882	185
GO:0072357	185
GO:0102296	185
GO:0030148	184
GO:0044179	184
GO:0015743	183
GO:0016533	183
GO:0018834	183
GO:0032008	183
GO:0016558	181
GO:0045040	181
GO:0003838	179
GO:0000812	178
GO:0018732	178
GO:0051693	178
GO:0102998	178
GO:0008737	177
GO:0032469	177
GO:0043956	176
GO:0047470	176
GO:0043085	175
GO:0043768	174
GO:0044165	174
GO:0047710	174
GO:0050357	174
GO:0004489	173
GO:0031902	172
GO:0043873	172
GO:0003909	171
GO:0015018	171
GO:0043622	171
GO:0044160	171
GO:0007218	170
GO:0020002	170
GO:0031982	170
GO:0033094	170
GO:0052636	169
GO:0071766	169
GO:0043332	168
GO:0047449	168
GO:0050572	168
GO:0004395	167
GO:0016422	167
GO:0033683	167
GO:0005952	166
GO:0033882	166
GO:0043866	166
GO:0015044	165
GO:0017172	165
GO:0050829	165
GO:0000814	164
GO:0015572	164
GO:0045302	164
GO:0008509	163
GO:0030388	163
GO:0000407	162
GO:0008719	162
GO:0099122	161
GO:0005742	159
GO:0008873	159
GO:0018663	159
GO:0043813	159
GO:0047575	159
GO:0005740	158
GO:0012506	158
GO:0019058	158
GO:0018530	157
GO:0039694	157
GO:0047372	157
GO:0043858	156
GO:0035608	155
GO:0097573	154
GO:0000054	153
GO:0051315	153
GO:0071014	153
GO:0017064	152
GO:0032991	152
GO:0000413	151
GO:0010494	150
GO:0061596	150
GO:0003837	149
GO:0042284	149
GO:0000721	148
GO:0005761	148
GO:0009416	148
GO:0047262	148
GO:0005985	147
GO:0033745	147
GO:0050547	147
GO:0006490	146
GO:0008747	145
GO:0005179	144
GO:0007268	144
GO:0052876	144
GO:0018581	143
GO:0044782	143
GO:0103043	143
GO:0004500	142
GO:0005053	142
GO:0008449	142
GO:0033104	142
GO:0016300	141
GO:0016578	141
GO:0018101	141
GO:0033727	141
GO:0015675	140
GO:0034639	140
GO:0043817	140
GO:0046336	140
GO:0047584	140
GO:0050002	140
GO:0005938	139
GO:0033130	139
GO:0015039	138
GO:0030970	138
GO:0042776	138
GO:0000002	137
GO:0017054	137
GO:0042283	137
GO:0047929	137
GO:0006333	136
GO:0035446	136
GO:0005684	135
GO:0019553	135
GO:0030268	135
GO:0030552	135
GO:0019874	134
GO:0035595	134
GO:0051228	134
GO:0004596	133
GO:0006904	133
GO:0008603	133
GO:0030042	133
GO:0031083	133
GO:0045010	133
GO:0097550	133
GO:0043328	132
GO:0046306	132
GO:0071712	132
GO:0090391	132
GO:0000324	131
GO:0005048	131
GO:0008911	131
GO:0050044	131
GO:0004864	130
GO:0019411	129
GO:0047434	129
GO:0070470	129
GO:0000445	128
GO:0006271	128
GO:0034098	128
GO:0045135	128
GO:0046686	128
GO:0000712	127
GO:0007169	127
GO:0018479	127
GO:0061634	127
GO:0006893	126
GO:0030203	126
GO:0006027	125
GO:0030864	125
GO:0005753	124
GO:0044458	124
GO:0000281	123
GO:0006267	123
GO:0045053	123
GO:1902975	123
GO:0003958	122
GO:0005854	122
GO:0006314	122
GO:0019164	122
GO:0031201	122
GO:0036157	122
GO:0050348	122
GO:0050573	122
GO:0015503	121
GO:0035735	121
GO:0039620	121
GO:0000011	120
GO:0000727	120
GO:0018673	120
GO:0050072	120
GO:0050627	120
GO:0051016	120
GO:2000640	120
GO:0005934	118
GO:0008296	118
GO:0006123	117
GO:0009842	117
GO:0015612	117
GO:0031428	117
GO:0045038	117
GO:0047559	117
GO:0052761	117
GO:0052794	117
GO:0052795	117
GO:0052796	117
GO:0080085	117
GO:0000288	116
GO:0016197	116
GO:0045087	116
GO:0047486	116
GO:0075509	116
GO:0034553	115
GO:0071944	115
GO:1901515	115
GO:0000112	114
GO:0005813	114
GO:0008104	114
GO:0008290	114
GO:0008721	114
GO:0048478	114
GO:0004776	113
GO:0008922	113
GO:0045041	113
GO:0050504	113
GO:0043236	112
GO:0043711	112
GO:0044174	112
GO:0044177	112
GO:0006909	111
GO:0043113	111
GO:0047296	111
GO:0071985	111
GO:0007031	110
GO:0007213	110
GO:0036238	110
GO:0042281	110
GO:0006915	109
GO:0017136	109
GO:0019875	109
GO:0045048	109
GO:0047259	109
GO:0047445	109
GO:0018554	108
GO:0034399	108
GO:0043792	108
GO:0090615	108
GO:0097352	108
GO:0000076	107
GO:0005751	107
GO:0009384	107
GO:0010499	107
GO:0032197	107
GO:0102497	107
GO:0140453	107
GO:0006627	106
GO:0036524	106
GO:0050308	106
GO:0070651	106
GO:0000943	105
GO:0006552	105
GO:0006565	105
GO:0030904	105
GO:0045903	105
GO:0047129	105
GO:0075521	105
GO:0075732	105
GO:0009409	104
GO:0047879	104
GO:0140581	104
GO:0000214	103
GO:0005749	103
GO:0046655	103
GO:0070905	103
GO:0030686	102
GO:0032266	102
GO:0045324	102
GO:0050342	102
GO:0000379	101
GO:0006031	101
GO:0018444	101
GO:0030968	101
GO:0042973	101
GO:0052930	101
GO:0052931	101
GO:0052932	101
GO:0071569	101
GO:0004567	100
GO:0005721	100
GO:0030076	100
GO:0034477	100
GO:0045335	100
GO:0047418	100
GO:0051595	100
GO:0030027	99
GO:0047407	99
GO:0003691	97
GO:0042759	97
GO:0048244	97
GO:0090263	97
GO:0006315	96
GO:0019905	96
GO:0032542	96
GO:0006405	95
GO:0050118	95
GO:0004090	94
GO:0004693	94
GO:0004737	94
GO:0051224	94
GO:0072321	94
GO:0140445	94
GO:0001891	93
GO:0003352	93
GO:0005802	93
GO:0016125	93
GO:0042276	93
GO:0047300	93
GO:0002020	92
GO:0004168	92
GO:0043048	92
GO:0052911	92
GO:0071004	92
GO:0000228	91
GO:0005672	91
GO:0005844	91
GO:0009644	91
GO:0009851	91
GO:0016018	91
GO:0061817	91
GO:0000492	90
GO:0005628	90
GO:0010127	90
GO:0036156	90
GO:0047295	90
GO:0051403	90
GO:0055040	90
GO:0006874	89
GO:0009534	89
GO:0043488	89
GO:0005773	88
GO:0009067	88
GO:0034856	88
GO:0097157	88
GO:0006121	87
GO:0006240	87
GO:0032447	87
GO:0035515	87
GO:0035553	87
GO:0046704	87
GO:0051063	87
GO:0008866	86
GO:0019240	86
GO:0006297	85
GO:0031225	85
GO:0045504	85
GO:0047931	85
GO:0070085	85
GO:0006986	84
GO:0012505	84
GO:0016514	84
GO:0019903	84
GO:0020011	84
GO:0033644	84
GO:0034663	84
GO:0000275	83
GO:0045765	83
GO:0046999	83
GO:0050056	83
GO:0070111	83
GO:0000001	82
GO:0000390	82
GO:0043625	82
GO:0047554	82
GO:0071821	82
GO:0008193	81
GO:0009617	81
GO:0015499	81
GO:0016055	81
GO:0018107	81
GO:0034629	81
GO:0047463	81
GO:0030007	80
GO:0043801	80
GO:0070330	80
GO:0006895	79
GO:0032010	79
GO:0001934	78
GO:0010619	78
GO:0047611	78
GO:0050575	78
GO:0005901	77
GO:0005951	77
GO:0035447	77
GO:0047112	77
GO:0102334	77
Annotation	76
GO:0000381	76
GO:0004043	76
GO:0009506	76
GO:0030332	76
GO:0036355	76
GO:0046593	76
GO:0047018	76
GO:0016657	75
GO:0018522	75
GO:0019566	75
GO:0042149	75
GO:0047916	75
GO:0000722	74
GO:0006612	74
GO:0010389	74
GO:0035060	74
GO:0035516	74
GO:0040014	74
GO:0060187	74
GO:0007052	73
GO:0046539	73
GO:0051591	73
GO:0061657	73
GO:0071518	73
GO:0000082	72
GO:0016213	72
GO:0052727	72
GO:0052728	72
GO:1902626	72
GO:1905887	72
GO:0003881	71
GO:0030175	71
GO:0031505	71
GO:0032009	71
GO:0050096	71
GO:0000307	70
GO:0001778	70
GO:0006452	70
GO:0009543	70
GO:0009690	70
GO:0019139	70
GO:0030476	70
GO:0033353	70
GO:0034453	70
GO:0047044	70
GO:0051540	70
GO:0061836	70
GO:0103053	70
GO:0000187	69
GO:0035327	69
GO:0050371	69
GO:0004970	68
GO:0031207	68
GO:0070062	68
GO:0106050	68
GO:0007340	67
GO:0046467	67
GO:0050303	67
GO:0050664	67
GO:0050022	66
GO:0000447	65
GO:0010027	65
GO:0033540	65
GO:0034515	65
GO:0047750	65
GO:0051669	65
GO:0070987	65
GO:0000132	64
GO:0004653	64
GO:0005687	64
GO:0005770	64
GO:0005850	64
GO:0006113	64
GO:0007179	64
GO:0043001	64
GO:0043214	64
GO:0046526	64
GO:0000380	63
GO:0000776	63
GO:0000794	63
GO:0002039	63
GO:0008447	63
GO:0009658	63
GO:0031307	63
GO:0035591	63
GO:0043025	63
GO:0043784	63
GO:0051306	63
GO:0000131	62
GO:0000146	62
GO:0000340	62
GO:0008496	62
GO:0015577	62
GO:0030894	62
GO:0031298	62
GO:0043890	62
GO:0000717	61
GO:0002184	61
GO:0004709	61
GO:0006296	61
GO:0015301	61
GO:0019647	61
GO:0030050	61
GO:0030541	61
GO:0043005	61
GO:0070981	61
GO:0000819	60
GO:0004060	60
GO:0005736	60
GO:0005816	60
GO:0016572	60
GO:0019408	60
GO:0045503	60
GO:1990000	60
GO:0000795	59
GO:0002755	59
GO:0004136	59
GO:0005782	59
GO:0008514	59
GO:0044686	59
GO:0051013	59
GO:0000715	58
GO:0001760	58
GO:0006595	58
GO:0008592	58
GO:0047925	58
GO:0051092	58
GO:0070911	58
GO:0007254	57
GO:0019221	57
GO:0030512	57
GO:0032432	57
GO:0032790	57
GO:0035658	57
GO:0035666	57
GO:0043657	57
GO:0047462	57
GO:0050548	57
GO:0002753	56
GO:0002756	56
GO:0005080	56
GO:0006294	56
GO:0007004	56
GO:0010506	56
GO:0019081	56
GO:0030666	56
GO:0032482	56
GO:0035973	56
GO:0036388	56
GO:0042769	56
GO:0043757	56
GO:0044291	56
GO:0048046	56
GO:0052031	56
GO:0060303	56
GO:0061418	56
GO:0070423	56
GO:0070498	56
GO:0075733	56
GO:1904423	56
GO:0005948	55
GO:0008475	55
GO:0018468	55
GO:0019676	55
GO:0033806	55
GO:0035539	55
GO:0047806	55
GO:0048017	55
GO:0051911	55
GO:0000019	54
GO:0000506	54
GO:0006272	54
GO:0008022	54
GO:0010165	54
GO:0016814	54
GO:0019904	54
GO:0034228	54
GO:1990481	54
GO:0000813	53
GO:0001882	53
GO:0003948	53
GO:0005795	53
GO:0032299	53
GO:0047545	53
GO:0047588	53
GO:0050228	53
GO:0090305	53
GO:0102971	53
GO:0000971	52
GO:0006413	52
GO:0008139	52
GO:0008340	52
GO:0009303	52
GO:0034506	52
GO:0042972	52
GO:0050061	52
GO:0050608	52
GO:0005784	51
GO:0005881	51
GO:0008117	51
GO:0017101	51
GO:0018846	51
GO:0032993	51
GO:0051880	51
GO:0008456	50
GO:0010040	50
GO:0018485	50
GO:0019477	50
GO:0031055	50
GO:0045984	50
GO:0047621	50
GO:0050182	50
GO:0090522	50
GO:1990879	50
GO:0004698	49
GO:0005879	49
GO:0006279	49
GO:0030010	49
GO:0031597	49
GO:0032154	49
GO:0032865	49
GO:0050306	49
GO:0070192	49
GO:0070676	49
GO:0080132	49
GO:0001403	48
GO:0005869	48
GO:0008352	48
GO:0009012	48
GO:0030950	48
GO:0032786	48
GO:0043457	48
GO:0047153	48
GO:0047585	48
GO:0050193	48
GO:0055088	48
GO:0070566	48
GO:0090202	48
GO:1905202	48
GO:0002119	47
GO:0005689	47
GO:0009611	47
GO:0016210	47
GO:0016236	47
GO:0032465	47
GO:0035861	47
GO:0046125	47
GO:0047705	47
GO:0050237	47
GO:0097046	47
GO:0097047	47
GO:0002183	46
GO:0004629	46
GO:0005760	46
GO:0008083	46
GO:0008988	46
GO:0030283	46
GO:0033017	46
GO:0034063	46
GO:0035410	46
GO:2000147	46
GO:0000149	45
GO:0000480	45
GO:0006696	45
GO:0008284	45
GO:0015649	45
GO:0019254	45
GO:0019531	45
GO:0030898	45
GO:0043448	45
GO:0043484	45
GO:0048812	45
GO:0072686	45
GO:0102211	45
GO:0000472	44
GO:0004331	44
GO:0004755	44
GO:0005902	44
GO:0008274	44
GO:0009277	44
GO:0016906	44
GO:0033566	44
GO:0033736	44
GO:0033831	44
GO:0080008	44
GO:0102202	44
GO:0102203	44
GO:0102205	44
GO:0000083	43
GO:0000142	43
GO:0004691	43
GO:0006342	43
GO:0007369	43
GO:0008294	43
GO:0009389	43
GO:0012507	43
GO:0030701	43
GO:0031146	43
GO:0031901	43
GO:0033617	43
GO:0033962	43
GO:0048315	43
GO:0050144	43
GO:0051741	43
GO:0071007	43
GO:0007035	42
GO:0019082	42
GO:0032366	42
GO:0047663	42
GO:0050464	42
GO:0072487	42
GO:0005771	41
GO:0005967	41
GO:0006607	41
GO:0007163	41
GO:0009651	41
GO:0018760	41
GO:0019251	41
GO:0030016	41
GO:0030437	41
GO:0030466	41
GO:0032436	41
GO:0032880	41
GO:0032956	41
GO:0039548	41
GO:0043209	41
GO:0060296	41
GO:0102265	41
GO:1990220	41
GO:0005656	40
GO:0008960	40
GO:0009272	40
GO:0009361	40
GO:0009793	40
GO:0009820	40
GO:0030139	40
GO:0030289	40
GO:0030897	40
GO:0031411	40
GO:0032091	40
GO:0044297	40
GO:0044666	40
GO:0045272	40
GO:0060567	40
GO:0070301	40
GO:0070395	40
GO:0071162	40
GO:0098797	40
GO:0000460	39
GO:0000778	39
GO:0005754	39
GO:0010629	39
GO:0018787	39
GO:0019286	39
GO:0032446	39
GO:0032982	39
GO:0042178	39
GO:0043709	39
GO:0045004	39
GO:0050255	39
GO:0050262	39
GO:0051921	39
GO:0106343	39
GO:1901031	39
GO:0000388	38
GO:0004439	38
GO:0008779	38
GO:0008910	38
GO:0008925	38
GO:0010628	38
GO:0016594	38
GO:0018695	38
GO:0031288	38
GO:0031412	38
GO:0034015	38
GO:0038202	38
GO:0043024	38
GO:0045037	38
GO:0047878	38
GO:0048312	38
GO:0048678	38
GO:0050451	38
GO:0071230	38
GO:0098046	38
GO:1903097	38
GO:0004058	37
GO:0004656	37
GO:0005102	37
GO:0008788	37
GO:0030866	37
GO:0033609	37
GO:0034128	37
GO:0045842	37
GO:0000742	36
GO:0004530	36
GO:0019172	36
GO:0030612	36
GO:0032065	36
GO:0043433	36
GO:0070390	36
GO:0070588	36
GO:0072659	36
GO:0000176	35
GO:0001525	35
GO:0007188	35
GO:0015740	35
GO:0016242	35
GO:0030425	35
GO:0032509	35
GO:0032587	35
GO:0043162	35
GO:0047130	35
GO:0047260	35
GO:0047512	35
GO:0047905	35
GO:0061709	35
GO:0061806	35
GO:0106317	35
GO:0106318	35
GO:0140529	35
GO:1900191	35
GO:1902404	35
GO:1903460	35
GO:0000710	34
GO:0001100	34
GO:0001664	34
GO:0004689	34
GO:0015462	34
GO:0015574	34
GO:0015630	34
GO:0030133	34
GO:0030991	34
GO:0034727	34
GO:0035148	34
GO:0043803	34
GO:0051293	34
GO:0051382	34
GO:0070816	34
GO:0070971	34
GO:0072382	34
GO:0072593	34
GO:0072671	34
GO:1905786	34
GO:1990221	34
GO:1990757	34
GO:1990825	34
GO:0000183	33
GO:0004782	33
GO:0005546	33
GO:0005925	33
GO:0009420	33
GO:0009968	33
GO:0015616	33
GO:0015677	33
GO:0016862	33
GO:0018452	33
GO:0019380	33
GO:0030837	33
GO:0031120	33
GO:0031252	33
GO:0032889	33
GO:0032957	33
GO:0033263	33
GO:0042774	33
GO:0047325	33
GO:0052725	33
GO:0052726	33
GO:0070209	33
GO:0090110	33
GO:1902660	33
GO:1902969	33
GO:0004531	32
GO:0006312	32
GO:0007095	32
GO:0007097	32
GO:0008706	32
GO:0008870	32
GO:0009251	32
GO:0009532	32
GO:0019855	32
GO:0030378	32
GO:0031640	32
GO:0032933	32
GO:0034497	32
GO:0046033	32
GO:0046555	32
GO:0051014	32
GO:0060237	32
GO:0103047	32
GO:0000118	31
GO:0000836	31
GO:0005776	31
GO:0005834	31
GO:0005876	31
GO:0006532	31
GO:0007124	31
GO:0009202	31
GO:0009220	31
GO:0016692	31
GO:0019005	31
GO:0030428	31
GO:0031429	31
GO:0033968	31
GO:0034099	31
GO:0055036	31
GO:0070880	31
GO:1903459	31
GO:0000032	30
GO:0004098	30
GO:0004145	30
GO:0015413	30
GO:0015496	30
GO:0016212	30
GO:0016477	30
GO:0017022	30
GO:0019588	30
GO:0019902	30
GO:0032220	30
GO:0032585	30
GO:0033905	30
GO:0034976	30
GO:0042493	30
GO:0042998	30
GO:0046819	30
GO:0047120	30
GO:0050354	30
GO:0061621	30
GO:0071805	30
GO:0003730	29
GO:0005504	29
GO:0007118	29
GO:0010923	29
GO:0016286	29
GO:0016290	29
GO:0016584	29
GO:0018801	29
GO:0030194	29
GO:0031118	29
GO:0031956	29
GO:0032367	29
GO:0043570	29
GO:0047645	29
GO:0047760	29
GO:0047847	29
GO:0090307	29
GO:0102100	29
GO:0102991	29
GO:1990573	29
GO:0000495	28
GO:0001822	28
GO:0004649	28
GO:0006024	28
GO:0006390	28
GO:0006998	28
GO:0008191	28
GO:0008477	28
GO:0015030	28
GO:0015727	28
GO:0030033	28
GO:0030536	28
GO:0032963	28
GO:0033916	28
GO:0034214	28
GO:0042790	28
GO:0044101	28
GO:0047643	28
GO:0047838	28
GO:0048476	28
GO:0050135	28
GO:0051091	28
GO:0051289	28
GO:0061809	28
GO:0070086	28
GO:0071035	28
GO:0097516	28
GO:1904000	28
GO:1904161	28
GO:1990357	28
GO:0000719	27
GO:0000911	27
GO:0000921	27
GO:0004470	27
GO:0006196	27
GO:0006273	27
GO:0006287	27
GO:0006883	27
GO:0007283	27
GO:0009328	27
GO:0016314	27
GO:0019885	27
GO:0030424	27
GO:0031217	27
GO:0031595	27
GO:0032088	27
GO:0034245	27
GO:0038203	27
GO:0043327	27
GO:0045033	27
GO:0045121	27
GO:0045337	27
GO:0046170	27
GO:0047067	27
GO:0048211	27
GO:0050082	27
GO:0052924	27
GO:0071629	27
GO:0097718	27
GO:1990883	27
GO:0000215	26
GO:0000494	26
GO:0002926	26
GO:0004024	26
GO:0004847	26
GO:0005219	26
GO:0005391	26
GO:0005458	26
GO:0007346	26
GO:0008520	26
GO:0015185	26
GO:0015882	26
GO:0016250	26
GO:0018456	26
GO:0030308	26
GO:0033235	26
GO:0042144	26
GO:0042797	26
GO:0043614	26
GO:0047681	26
GO:0050074	26
GO:0050321	26
GO:0051285	26
GO:0070008	26
GO:0070544	26
GO:0090313	26
GO:0099619	26
GO:0102943	26
GO:0140504	26
GO:1903076	26
GO:1990258	26
GO:1990259	26
GO:1990316	26
GO:0000212	25
GO:0004694	25
GO:0005094	25
GO:0005280	25
GO:0005658	25
GO:0006611	25
GO:0008250	25
GO:0009862	25
GO:0031152	25
GO:0032120	25
GO:0043473	25
GO:0045202	25
GO:0045332	25
GO:0046513	25
GO:0050225	25
GO:0051453	25
GO:0090630	25
GO:0103046	25
GO:0120105	25
GO:1902073	25
GO:1990417	25
GO:0000839	24
GO:0004773	24
GO:0005385	24
GO:0008574	24
GO:0009019	24
GO:0010172	24
GO:0016413	24
GO:0022626	24
GO:0030410	24
GO:0030418	24
GO:0030497	24
GO:0031030	24
GO:0034198	24
GO:0034613	24
GO:0047051	24
GO:0047298	24
GO:0047519	24
GO:0050263	24
GO:0050368	24
GO:0051125	24
GO:0055130	24
GO:0071333	24
GO:0071963	24
GO:0099001	24
GO:2000253	24
GO:2000786	24
GO:0000973	23
GO:0004054	23
GO:0004581	23
GO:0006919	23
GO:0008541	23
GO:0010971	23
GO:0019806	23
GO:0030335	23
GO:0031156	23
GO:0031391	23
GO:0031415	23
GO:0033202	23
GO:0042770	23
GO:0043111	23
GO:0043204	23
GO:0043462	23
GO:0044773	23
GO:0047133	23
GO:0047228	23
GO:0050790	23
GO:0051864	23
GO:0070679	23
GO:0071902	23
GO:0072657	23
GO:0097373	23
GO:0097623	23
GO:0120104	23
GO:0000224	22
GO:0000467	22
GO:0000900	22
GO:0000987	22
GO:0001666	22
GO:0005727	22
GO:0005940	22
GO:0006172	22
GO:0006360	22
GO:0007091	22
GO:0007141	22
GO:0008928	22
GO:0009698	22
GO:0009768	22
GO:0015697	22
GO:0016207	22
GO:0017122	22
GO:0017124	22
GO:0019237	22
GO:0019797	22
GO:0030670	22
GO:0031139	22
GO:0031334	22
GO:0031647	22
GO:0032302	22
GO:0032454	22
GO:0034724	22
GO:0036498	22
GO:0042407	22
GO:0044732	22
GO:0045273	22
GO:0045879	22
GO:0046798	22
GO:0046827	22
GO:0047371	22
GO:0047598	22
GO:0047917	22
GO:0051123	22
GO:0051343	22
GO:0051881	22
GO:0097078	22
GO:0098793	22
GO:0102662	22
GO:1900182	22
GO:1990023	22
GO:1990621	22
GO:2000114	22
GO:2000543	22
GO:0000172	21
GO:0002191	21
GO:0004099	21
GO:0005519	21
GO:0005548	21
GO:0005655	21
GO:0006970	21
GO:0007089	21
GO:0008200	21
GO:0008656	21
GO:0009090	21
GO:0015423	21
GO:0015949	21
GO:0016050	21
GO:0030292	21
GO:0030307	21
GO:0030695	21
GO:0030907	21
GO:0030971	21
GO:0031389	21
GO:0032934	21
GO:0032973	21
GO:0033137	21
GO:0034389	21
GO:0034458	21
GO:0034622	21
GO:0039502	21
GO:0042169	21
GO:0046785	21
GO:0047280	21
GO:0047656	21
GO:0048313	21
GO:0050765	21
GO:0051434	21
GO:0051898	21
GO:0051901	21
GO:0051973	21
GO:0062101	21
GO:0070262	21
GO:0070903	21
GO:0071363	21
GO:0098808	21
GO:0140469	21
GO:1903208	21
GO:1990275	21
GO:1990630	21
GO:1990816	21
GO:2001244	21
GO:0000136	20
GO:0000421	20
GO:0000935	20
GO:0001518	20
GO:0001965	20
GO:0003786	20
GO:0004155	20
GO:0004578	20
GO:0005220	20
GO:0005248	20
GO:0005875	20
GO:0006103	20
GO:0006369	20
GO:0006898	20
GO:0006995	20
GO:0008156	20
GO:0008608	20
GO:0008688	20
GO:0009615	20
GO:0015662	20
GO:0015910	20
GO:0018279	20
GO:0019031	20
GO:0019054	20
GO:0019622	20
GO:0019799	20
GO:0030705	20
GO:0030865	20
GO:0031134	20
GO:0031241	20
GO:0031573	20
GO:0032544	20
GO:0034388	20
GO:0034993	20
GO:0042758	20
GO:0042760	20
GO:0045003	20
GO:0047738	20
GO:0060041	20
GO:0071042	20
GO:0071218	20
GO:0071929	20
GO:0097009	20
GO:0120106	20
GO:0120170	20
GO:1990131	20
GO:1990334	20
GO:0000086	19
GO:0000301	19
GO:0001917	19
GO:0004679	19
GO:0005671	19
GO:0005933	19
GO:0006209	19
GO:0006548	19
GO:0006972	19
GO:0007144	19
GO:0008585	19
GO:0009826	19
GO:0015889	19
GO:0021888	19
GO:0032301	19
GO:0033314	19
GO:0034975	19
GO:0035841	19
GO:0035888	19
GO:0036108	19
GO:0042753	19
GO:0042761	19
GO:0044161	19
GO:0045943	19
GO:0047497	19
GO:0051096	19
GO:0060613	19
GO:0070370	19
GO:0070550	19
GO:0071028	19
GO:0071038	19
GO:0071978	19
GO:0072520	19
GO:0097433	19
GO:0098973	19
GO:0140567	19
GO:1901214	19
GO:1902255	19
GO:1902527	19
GO:0000328	18
GO:0000735	18
GO:0000920	18
GO:0000923	18
GO:0002189	18
GO:0004032	18
GO:0004138	18
GO:0004708	18
GO:0006104	18
GO:0006446	18
GO:0008053	18
GO:0009353	18
GO:0009514	18
GO:0016233	18
GO:0016316	18
GO:0016458	18
GO:0018799	18
GO:0031499	18
GO:0031941	18
GO:0032133	18
GO:0032258	18
GO:0033115	18
GO:0034067	18
GO:0034517	18
GO:0042122	18
GO:0042729	18
GO:0043652	18
GO:0045296	18
GO:0048589	18
GO:0050454	18
GO:0051012	18
GO:0061025	18
GO:0061157	18
GO:0070840	18
GO:0071563	18
GO:0097271	18
GO:0099020	18
GO:0099021	18
GO:1990918	18
GO:0000384	17
GO:0000837	17
GO:0001614	17
GO:0001730	17
GO:0002940	17
GO:0003853	17
GO:0004082	17
GO:0004965	17
GO:0005459	17
GO:0005793	17
GO:0005988	17
GO:0006386	17
GO:0006598	17
GO:0006642	17
GO:0007107	17
GO:0007507	17
GO:0008310	17
GO:0008482	17
GO:0009414	17
GO:0015140	17
GO:0015441	17
GO:0015614	17
GO:0016239	17
GO:0017157	17
GO:0017198	17
GO:0018002	17
GO:0018345	17
GO:0030334	17
GO:0032228	17
GO:0033198	17
GO:0033906	17
GO:0033927	17
GO:0038083	17
GO:0039526	17
GO:0039649	17
GO:0042138	17
GO:0042565	17
GO:0043884	17
GO:0045211	17
GO:0046903	17
GO:0046951	17
GO:0047688	17
GO:0050040	17
GO:0050633	17
GO:0050921	17
GO:0051208	17
GO:0051974	17
GO:0055092	17
GO:0061496	17
GO:0061497	17
GO:0061909	17
GO:0070843	17
GO:0071957	17
GO:0140042	17
GO:0140569	17
GO:1902408	17
GO:1990189	17
GO:1990190	17
GO:2001125	17
GO:0000144	16
GO:0000177	16
GO:0000252	16
GO:0000425	16
GO:0005199	16
GO:0006253	16
GO:0006278	16
GO:0006516	16
GO:0006580	16
GO:0006873	16
GO:0006906	16
GO:0008265	16
GO:0008655	16
GO:0009918	16
GO:0016132	16
GO:0019103	16
GO:0019165	16
GO:0030004	16
GO:0030951	16
GO:0031097	16
GO:0032541	16
GO:0032995	16
GO:0034026	16
GO:0034982	16
GO:0035025	16
GO:0035103	16
GO:0036186	16
GO:0042325	16
GO:0044396	16
GO:0044671	16
GO:0045723	16
GO:0047012	16
GO:0047540	16
GO:0047840	16
GO:0048598	16
GO:0050525	16
GO:0051233	16
GO:0061499	16
GO:0061863	16
GO:0071630	16
GO:0072383	16
GO:0098794	16
GO:0103066	16
GO:0103067	16
GO:1900480	16
GO:1900481	16
GO:1903138	16
GO:1905301	16
GO:1990856	16
GO:2000765	16
GO:0000147	15
GO:0000730	15
GO:0001217	15
GO:0004532	15
GO:0006407	15
GO:0006620	15
GO:0007032	15
GO:0008045	15
GO:0008361	15
GO:0008917	15
GO:0009051	15
GO:0009792	15
GO:0009847	15
GO:0010501	15
GO:0010636	15
GO:0015193	15
GO:0018677	15
GO:0018729	15
GO:0018958	15
GO:0019151	15
GO:0020023	15
GO:0030206	15
GO:0030473	15
GO:0031115	15
GO:0031939	15
GO:0032007	15
GO:0032866	15
GO:0033255	15
GO:0033892	15
GO:0034501	15
GO:0034720	15
GO:0034899	15
GO:0042719	15
GO:0043235	15
GO:0043326	15
GO:0044164	15
GO:0044659	15
GO:0044718	15
GO:0044743	15
GO:0044772	15
GO:0046564	15
GO:0046687	15
GO:0047699	15
GO:0048364	15
GO:0050177	15
GO:0050641	15
GO:0050709	15
GO:0051445	15
GO:0051523	15
GO:0052716	15
GO:0071916	15
GO:0072334	15
GO:0080025	15
GO:0098703	15
GO:0102867	15
GO:1990641	15
GO:0000298	14
GO:0001102	14
GO:0003925	14
GO:0004087	14
GO:0004463	14
GO:0004483	14
GO:0004869	14
GO:0005460	14
GO:0007409	14
GO:0007605	14
GO:0009107	14
GO:0009447	14
GO:0009873	14
GO:0010171	14
GO:0015175	14
GO:0015804	14
GO:0015812	14
GO:0015916	14
GO:0015968	14
GO:0016421	14
GO:0016556	14
GO:0017102	14
GO:0018026	14
GO:0018027	14
GO:0018242	14
GO:0018814	14
GO:0019107	14
GO:0019179	14
GO:0030174	14
GO:0031103	14
GO:0031230	14
GO:0031293	14
GO:0031522	14
GO:0031533	14
GO:0031536	14
GO:0031624	14
GO:0032434	14
GO:0032452	14
GO:0033563	14
GO:0033978	14
GO:0034260	14
GO:0034356	14
GO:0034643	14
GO:0035174	14
GO:0035974	14
